date,description,amount_npr,category,persona,household,group_type,festival
2024-12-16,Aalu pyaj golbheda,520,food,student_home,student_home_3,college,
2024-12-16,Snacks during movie,610,food,student_hostel,student_hostel_1,roommates,
2024-12-16,NTCdata pack shared 3 ways,560,utilities,student_hostel,student_hostel_3,roommates,
2024-12-16,Lunch at Chikusa cafe for 4 people,490,food,working_bachelor,working_bachelor_1,roommates,
2024-12-16,Ice cream - office lunch,180,food,working_bachelor,working_bachelor_2,roommates,
2024-12-17,SNACKS DURING MOVIE - EVENING SHOW,290,entertainment,family,family_1,family,
2024-12-17,Newari khaja set,420,food,family,family_2,family,
2024-12-17,Tourist bus Kathmandu to Pokhara - late night,1190,transport,student_home,student_home_2,college,
2024-12-17,Khaa,180,food,student_home,student_home_3,college,
2024-12-17,New shoes,10050,shopping,student_hostel,student_hostel_1,roommates,
2024-12-17,Water jar,150,food,student_hostel,student_hostel_1,roommates,
2024-12-17,Bike repair puncture return,270,transport,trip_group,trip_group_1,trip,
2024-12-17,Lunch at Everest Momo Center,770,food,working_bachelor,working_bachelor_2,roommates,
2024-12-17,Breakfast,290,food,working_bachelor,working_bachelor_2,roommates,
2024-12-17,Bike repair puncture,810,transport,working_bachelor,working_bachelor_3,roommates,
2024-12-18,Chiya for everyone with Anisha,130,food,family,family_1,family,
2024-12-18,Taxi Jhamsikhel to Lagankhel,410,transport,family,family_1,family,
2024-12-18,Rent Poush advance,29350,rent,family,family_3,family,
2024-12-18,Bus fare Patan to Lagankhel,45,transport,student_home,student_home_1,college,
2024-12-18,Snacks during movie,320,food,student_home,student_home_2,college,
2024-12-18,Tuition fee monthly,8000,education,student_home,student_home_3,college,
2024-12-18,Chicken 1 kg,770,food,student_hostel,student_hostel_1,roommates,
2024-12-18,Khaja evening,270,food,student_hostel,student_hostel_2,roommates,
2024-12-18,Bungee jump,11050,entertainment,student_hostel,student_hostel_3,roommates,
2024-12-18,Doctor visit,2150,other,student_hostel,student_hostel_3,roommates,
2024-12-18,Miscellaneous,710,other,trip_group,trip_group_1,trip,
2024-12-19,school fee for hari part payment,10400,education,family,family_1,family,
2024-12-19,Birthday cake,1000,food,family,family_1,family,
2024-12-19,SCHOOL FEE FOR DAI,6050,education,family,family_2,family,
2024-12-19,Grocery Durbarmarg showroom with Prakriti,2950,food,family,family_2,family,
2024-12-19,Milk and eggs,510,food,student_home,student_home_2,college,
2024-12-19,Newari khaja set veg,1120,food,student_hostel,student_hostel_1,roommates,
2024-12-19,Vegetables from Kalimati,1380,food,student_hostel,student_hostel_2,roommates,
2024-12-19,Bike petrol Poush - late night,3800,transport,student_hostel,student_hostel_3,roommates,
2024-12-19,Chitwan jungle safari,4550,entertainment,trip_group,trip_group_2,trip,
2024-12-19,Sajha bus to Bneshwor,20,transport,trip_group,trip_group_3,trip,
2024-12-19,Dinner Roadhouse Cafe,660,food,working_bachelor,working_bachelor_2,roommates,
2024-12-19,Momo at local bhojanalaya,240,food,working_bachelor,working_bachelor_2,roommates,
2024-12-19,Hotel dinner Ilam,4100,hotel,working_bachelor,working_bachelor_3,roommates,
2024-12-20,Fruits for Dashain tika,1440,food,family,family_1,family,
2024-12-20,Khanepani bill paid by Khalti,340,utilities,family,family_1,family,
2024-12-20,Rent Poush paid to landlord,33250,rent,family,family_2,family,
2024-12-20,Laptop bag,2800,shopping,family,family_3,family,
2024-12-20,Micro to Sundhara,50,transport,student_home,student_home_1,college,
2024-12-20,Movie ticket One Cinemas,490,entertainment,student_home,student_home_2,college,
2024-12-20,Gift for Prakriti for home,2350,shopping,student_home,student_home_3,college,
2024-12-20,Room rent Poush - paid to landlord,6750,rent,student_hostel,student_hostel_1,roommates,
2024-12-20,Canteen lunch at college,200,food,student_hostel,student_hostel_2,roommates,
2024-12-20,Milk and eggs,310,food,student_hostel,student_hostel_2,roommates,
2024-12-20,Taxi to hotel,950,hotel,trip_group,trip_group_1,trip,
2024-12-20,Buff momo Kirtipur,190,food,trip_group,trip_group_2,trip,
2024-12-20,Headphones,7150,shopping,working_bachelor,working_bachelor_1,roommates,
2024-12-20,Chiya for everyone team khaja,250,food,working_bachelor,working_bachelor_3,roommates,
2024-12-21,Aalu pyaj golbheda extra chutney,280,food,student_home,student_home_2,college,
2024-12-21,Semester fee Poush - late fee included,91200,education,student_home,student_home_3,college,
2024-12-21,Water jar,140,utilities,trip_group,trip_group_1,trip,
2024-12-21,Gas cylinder due date,2400,utilities,working_bachelor,working_bachelor_1,roommates,
2024-12-21,Dinner Bajeko Sekuwa Saturday,1500,food,working_bachelor,working_bachelor_1,roommates,
2024-12-21,Worldlink internet 3 months,1790,utilities,working_bachelor,working_bachelor_3,roommates,
2024-12-22,Water jar,70,food,family,family_2,family,
2024-12-22,Grocery Salesberry,2300,shopping,family,family_2,family,
2024-12-22,Swimming pool entry,650,entertainment,student_home,student_home_1,college,
2024-12-22,COLLEGE BUS FEE,1400,transport,student_home,student_home_2,college,
2024-12-22,Ncell combo 399 shared 3 ways,910,utilities,student_home,student_home_3,college,
2024-12-22,Bedsheet and pillow,2300,shopping,student_home,student_home_3,college,
2024-12-22,Boating Phewa lake - group booking,1470,entertainment,student_hostel,student_hostel_1,roommates,
2024-12-22,book shopping sale price,2000,shopping,student_hostel,student_hostel_1,roommates,
2024-12-22,Lunch at Everest Momo Center - extra chutney,290,food,student_hostel,student_hostel_2,roommates,
2024-12-22,Room rent Poush advance,6100,rent,student_hostel,student_hostel_3,roommates,
2024-12-22,Miscellaneous - urgent,430,other,student_hostel,student_hostel_3,roommates,
2024-12-22,Christmas gifts,4600,shopping,student_hostel,student_hostel_3,roommates,christmas
2024-12-22,Hostel dorm bed,1210,hotel,trip_group,trip_group_2,trip,
2024-12-22,Christmas gifts EMI,5350,shopping,working_bachelor,working_bachelor_1,roommates,christmas
2024-12-23,khanepani bill,780,utilities,family,family_2,family,
2024-12-23,Wifi bill paid via eSewa,1590,utilities,family,family_2,family,
2024-12-23,petrol morning,1230,transport,family,family_2,family,
2024-12-23,Chicken 1 kg,350,food,family,family_2,family,
2024-12-23,Swimming pool entry,1050,entertainment,family,family_3,family,
2024-12-23,Christmas party in Thamel,3550,entertainment,student_home,student_home_1,college,christmas
2024-12-23,Christmas gfts for dai,2550,shopping,student_home,student_home_1,college,christmas
2024-12-23,Christmas party in Thamel - group booking,6350,entertainment,student_hostel,student_hostel_1,roommates,christmas
2024-12-23,Spotify family,420,entertainment,student_hostel,student_hostel_2,roommates,
2024-12-23,Christms cake and dinner takeaway,4700,food,student_hostel,student_hostel_3,roommates,christmas
2024-12-23,Christmas gifts online,3850,shopping,student_hostel,student_hostel_3,roommates,christmas
2024-12-23,Electricity bill,1750,utilities,working_bachelor,working_bachelor_1,roommates,
2024-12-23,Christmas cake and dinner evening,5500,food,working_bachelor,working_bachelor_3,roommates,christmas
2024-12-24,Headphones with cashback,6250,shopping,family,family_2,family,
2024-12-24,Snacks during movie after class,360,food,family,family_3,family,
2024-12-24,Chiya for everyone office lunch,110,food,family,family_3,family,
2024-12-24,Dashain kurta shopping,6700,shopping,student_home,student_home_1,college,
2024-12-24,Airport taxi,1450,transport,student_home,student_home_2,college,
2024-12-24,Christmas gifts,6050,shopping,student_home,student_home_2,college,christmas
2024-12-24,birthday gift for ram with cashback,6400,shopping,student_home,student_home_2,college,birthday
2024-12-24,Birthday party dinner,7400,food,student_home,student_home_2,college,birthday
2024-12-24,PIZZA NIGHT,1920,food,student_home,student_home_3,college,
2024-12-24,Dinner Thakali Kitchen,1450,food,student_home,student_home_3,college,
2024-12-24,Christmas party in Thamel - weekend,2550,entertainment,student_home,student_home_3,college,christmas
2024-12-24,Christmas gifts,2100,shopping,student_home,student_home_3,college,christmas
2024-12-24,Christmas gifts,6850,shopping,student_home,student_home_3,college,christmas
2024-12-24,Christmas party in Thamel with friends,3900,entertainment,student_hostel,student_hostel_2,roommates,christmas
2024-12-24,Room rent and wifi together,18750,utilities,student_hostel,student_hostel_3,roommates,
2024-12-24,Momo at Nanglo for 7 people,120,food,working_bachelor,working_bachelor_1,roommates,
2024-12-24,Sekuwa and chiura veg,1340,food,working_bachelor,working_bachelor_3,roommates,
2024-12-24,Christmas gifts,10150,shopping,working_bachelor,working_bachelor_3,roommates,christmas
2024-12-25,Chicken momo plate veg,260,food,family,family_3,family,
2024-12-25,Temple donation - reimburse later,420,other,student_home,student_home_1,college,
2024-12-25,Cristmas gifts,7900,shopping,student_home,student_home_1,college,christmas
2024-12-25,Christmas cake and dinner,3400,food,student_home,student_home_2,college,christmas
2024-12-25,Tarkari kinne,300,food,student_hostel,student_hostel_3,roommates,
2024-12-25,chicken momo plate,250,food,working_bachelor,working_bachelor_1,roommates,
2024-12-25,Christmas cake and dinner for 3 people,7150,food,working_bachelor,working_bachelor_1,roommates,christmas
2024-12-25,Sajha bus to Satdobato,45,transport,working_bachelor,working_bachelor_2,roommates,
2024-12-25,Taxi to hotel,730,transport,working_bachelor,working_bachelor_2,roommates,
2024-12-25,Christmas gifts with cashback,7800,shopping,working_bachelor,working_bachelor_2,roommates,christmas
2024-12-25,Electricity bill,1300,utilities,working_bachelor,working_bachelor_3,roommates,
2024-12-25,College canteen chiya - with Sujan,95,food,working_bachelor,working_bachelor_3,roommates,
2024-12-25,Milk and eggs evening,360,food,working_bachelor,working_bachelor_3,roommates,
2024-12-26,Temple donation,300,other,family,family_2,family,
2024-12-26,Grocery Salesberry - office lunch,2900,food,family,family_2,family,
2024-12-26,Daraz order,1240,shopping,student_home,student_home_2,college,
2024-12-26,Course book - final year,3100,education,student_home,student_home_3,college,
2024-12-26,NTC data pack paid by Khalti,450,utilities,student_hostel,student_hostel_1,roommates,
2024-12-26,Repair work,3300,other,student_hostel,student_hostel_1,roommates,
2024-12-26,Wifi bill,1360,utilities,student_hostel,student_hostel_2,roommates,
2024-12-26,Taxi to hotel with breakfast,470,hotel,trip_group,trip_group_1,trip,
2024-12-26,Winter blanket,2950,shopping,trip_group,trip_group_3,trip,
2024-12-26,Repair work,1560,other,trip_group,trip_group_3,trip,
2024-12-26,Grocery Durbarmarg showroom,7800,food,working_bachelor,working_bachelor_2,roommates,
2024-12-26,Sekuwa and chiura evening,1440,food,working_bachelor,working_bachelor_3,roommates,
2024-12-27,miscellaneous - urgent,990,other,family,family_2,family,
2024-12-27,Water jar evening,90,food,student_home,student_home_1,college,
2024-12-27,Monthly grocery,5650,food,student_home,student_home_1,college,
2024-12-27,new clothes for tamu lhosar,3750,shopping,student_home,student_home_2,college,tamu_lhosar
2024-12-27,New clothes for Tamu Lhosar,7900,shopping,student_home,student_home_2,college,tamu_lhosar
2024-12-27,NEA bijuli bill Poush last month,1540,utilities,student_hostel,student_hostel_2,roommates,
2024-12-27,InDrive to Lagankhel,200,transport,student_hostel,student_hostel_3,roommates,
2024-12-27,Buff momo Thamel,200,food,trip_group,trip_group_2,trip,
2024-12-27,Bike repair puncture,380,transport,trip_group,trip_group_2,trip,
2024-12-27,Swimming ool entry,370,entertainment,trip_group,trip_group_3,trip,
2024-12-27,Thakali khana set Thamel - takeaway,600,food,working_bachelor,working_bachelor_1,roommates,
2024-12-27,chowmein and coke extra chutney,270,food,working_bachelor,working_bachelor_3,roommates,
2024-12-28,Chicken momo plate,330,food,family,family_3,family,
2024-12-28,NEW CLOTHESFOR TAMU LHOSAR,5650,shopping,student_home,student_home_2,college,tamu_lhosar
2024-12-28,Tamu Lhosar program at Tundikhel,1550,entertainment,student_home,student_home_2,college,tamu_lhosar
2024-12-28,NEA bijuli bill Poush,1490,utilities,student_hostel,student_hostel_1,roommates,
2024-12-28,Breakfast,470,food,student_hostel,student_hostel_1,roommates,
2024-12-28,Lunch at Bakery Cafe,550,food,student_hostel,student_hostel_2,roommates,
2024-12-28,Winter blanket,3700,shopping,student_hostel,student_hostel_2,roommates,
2024-12-28,Stationery and printing,690,education,student_hostel,student_hostel_2,roommates,
2024-12-28,Grocery Bhatbhateni for 6 people,6550,food,student_hostel,student_hostel_3,roommates,
2024-12-28,Boating Phewa lake evening show,890,entertainment,student_hostel,student_hostel_3,roommates,
2024-12-28,Thakali khana set Thamel,560,food,student_hostel,student_hostel_3,roommates,
2024-12-28,Bus,160,transport,working_bachelor,working_bachelor_3,roommates,
2024-12-29,Birthday cake half plate,1300,food,family,family_1,family,
2024-12-29,Night bus tickets,3150,transport,student_home,student_home_3,college,
2024-12-29,Petrol,870,transport,trip_group,trip_group_3,trip,
2024-12-29,Saree for mummy sale price,7250,shopping,trip_group,trip_group_3,trip,
2024-12-29,grocery kl tower office lunch,3700,food,working_bachelor,working_bachelor_1,roommates,
2024-12-30,Sekuwa and chiura,1060,food,family,family_1,family,
2024-12-30,milk and eggs,170,food,student_home,student_home_1,college,
2024-12-30,Chowmein and cok,300,food,student_hostel,student_hostel_1,roommates,
2024-12-30,Newari khaja set Saturday,1170,food,student_hostel,student_hostel_1,roommates,
2024-12-30,Movie ticket FCube Chhaya Center - wit friends,690,entertainment,student_hostel,student_hostel_2,roommates,
2024-12-30,Jeep to Dhulikhel - airport drop,6050,transport,student_hostel,student_hostel_3,roommates,
2024-12-30,Thakali khana set Maharajgunj,450,food,trip_group,trip_group_2,trip,
2024-12-31,Doctor visit - cash,490,other,family,family_1,family,
2024-12-31,Jeep to Nagarkot return,4000,transport,family,family_1,family,
2024-12-31,Winter blanket,1740,shopping,family,family_2,family,
2024-12-31,laundry emergency,600,other,family,family_3,family,
2024-12-31,Countdown dinner,3750,food,student_home,student_home_1,college,new_years_eve
2024-12-31,Countdown dinner,3450,food,student_home,student_home_1,college,new_years_eve
2024-12-31,Deluxe bus ticket to Lumbini - to college,2300,transport,student_home,student_home_2,college,
2024-12-31,trip contribution late night,4200,transport,student_home,student_home_2,college,
2024-12-31,Dinner Thakali Kitchen,1430,food,student_home,student_home_2,college,
2024-12-31,Countdown dinner office lunch,2150,food,student_home,student_home_2,college,new_years_eve
2024-12-31,New Year's Eve party,3750,entertainment,student_home,student_home_3,college,new_years_eve
